8014;Szczecin Ku S³oñcu 67B;R04;15 01 02;8,88
8039;Zielona Góra Wojska Polskiego 19;R04;17 04 05;61,93
8039;Zielona Góra Wojska Polskiego 19;R04;02 01 03;1,34
8039;Zielona Góra Wojska Polskiego 19;R04;17 04 02;0,69
8039;Zielona Góra Wojska Polskiego 19;R04;17 09 04;81,28
8039;Zielona Góra Wojska Polskiego 19;R04;03 01 05;1,74
8039;Zielona Góra Wojska Polskiego 19;R04;15 01 06;37,65
8039;Zielona Góra Wojska Polskiego 19;R04;15 01 03;26,71
8039;Zielona Góra Wojska Polskiego 19;R04;16 02 13*;0,12
8039;Zielona Góra Wojska Polskiego 19;R04;15 01 01;39,18
8039;Zielona Góra Wojska Polskiego 19;R04;07 04 80*;0,36
8039;Zielona Góra Wojska Polskiego 19;R04;15 01 02;15,48
8039;Zielona Góra Wojska Polskiego 19;R04;15 02 03;0,10
8099;Miñsk Mazowiecki Warszawska 63B;R08;17 01 01;40,83
8099;Miñsk Mazowiecki Warszawska 63B;R08;16 03 05*;0,66
8099;Miñsk Mazowiecki Warszawska 63B;R08;16 02 14;0,05
8099;Miñsk Mazowiecki Warszawska 63B;R08;03 01 05;59,03
8099;Miñsk Mazowiecki Warszawska 63B;R08;08 01 11*;0,26
8099;Miñsk Mazowiecki Warszawska 63B;R08;17 04 07;1,68
